Crop,Season,Area,Fertilizer,Temperature,rainfall,yeild
cotton lint,kharif,2949.0,291.0,27.0,238.0,16.1
ginger,whole year,8516.0,842.0,18.0,238.0,38.72
groundnut,kharif,2687.0,265.0,21.0,238.0,7.4
jowar,kharif,2129.0,210.0,23.0,238.0,5.11
ragi,kharif,1504.0,148.0,17.0,238.0,8.09
sesamum,kharif,1204.0,119.0,16.0,238.0,2.37
small millets,kharif,1233.0,122.0,33.0,238.0,7.79
turmeric,whole year,2774.0,274.0,35.0,238.0,20.37
arhar/tur,kharif,812.0,80.0,28.0,332.0,7.87
cashewnut,whole year,6708.0,663.0,32.0,332.0,10.12
castor seed,kharif,25.0,2.0,22.0,332.0,5.6
cotton lint,kharif,7281.0,720.0,26.0,332.0,10.7
dry chillies,whole year,1807.0,178.0,29.0,332.0,6.46
gram,rabi,508.0,50.0,36.0,332.0,6.22
mesta,kharif,4502.0,445.0,20.0,332.0,45.44
rapeseed andmustard,rabi,7218.0,714.0,18.0,332.0,6.44
sesamum,kharif,1617.0,160.0,24.0,332.0,5.25
small millets,kharif,2661.0,263.0,38.0,332.0,8.3
soyabean,kharif,984.0,97.0,20.0,332.0,9.79
sugarcane,whole year,83.0,8.0,26.0,332.0,27.47
sweet potato,whole year,4853.0,480.0,26.0,332.0,33.0
tapioca,whole year,3974.0,393.0,26.0,332.0,51.81
tobacco,whole year,723.0,71.0,19.0,332.0,6.53
wheat,rabi,862.0,85.0,28.0,332.0,17.87
arecanut,whole year,64.0,6.0,30.0,143.0,12.03
bajra,kharif,197.0,19.0,29.0,143.0,19.44
black pepper,whole year,12.0,1.0,31.0,143.0,6.67
cashewnut,whole year,217.0,21.0,21.0,143.0,7.93
cotton lint,kharif,453.0,44.0,32.0,143.0,38.57
dry chillies,whole year,11.0,1.0,36.0,143.0,27.27
ginger,kharif,187.0,18.0,37.0,143.0,8.34
moong green gram,rabi,1299.0,128.0,15.0,143.0,2.99
ragi,kharif,121.0,11.0,31.0,143.0,21.98
urad,rabi,1174.0,116.0,31.0,143.0,3.72
black pepper,whole year,4179.0,413.0,18.0,34.0,2.23
cardamom,whole year,5221.0,516.0,21.0,34.0,0.92
castor seed,kharif,8720.0,863.0,26.0,34.0,3.41
gram,rabi,6625.0,655.0,32.0,34.0,6.56
rapeseed andmustard,rabi,376.0,37.0,21.0,34.0,2.47
arecanut,whole year,9166.0,907.0,27.0,152.0,20.2
arhar/tur,kharif,3361.0,332.0,30.0,152.0,10.06
bajra,kharif,258.0,25.0,18.0,152.0,6.94
barley,rabi,3077.0,304.0,19.0,152.0,13.46
cardamom,whole year,2874.0,284.0,20.0,152.0,2.45
castor seed,kharif,40.0,3.0,35.0,152.0,12.0
cotton lint,kharif,1429.0,141.0,39.0,152.0,19.4
ginger,kharif,8053.0,797.0,28.0,152.0,20.39
groundnut,kharif,1792.0,177.0,34.0,152.0,10.23
groundnut,rabi,9173.0,907.0,22.0,152.0,15.78
horse-gram,rabi,4089.0,404.0,17.0,152.0,4.36
jowar,kharif,1283.0,126.0,28.0,152.0,4.8
linseed,rabi,6024.0,596.0,26.0,152.0,3.17
moong green gram,kharif,835.0,82.0,15.0,152.0,5.16
moong green gram,rabi,1470.0,145.0,24.0,152.0,6.53
moong green gram,summer,8823.0,873.0,33.0,152.0,3.85
niger seed,kharif,7954.0,787.0,28.0,152.0,6.23
safflower,rabi,1372.0,135.0,27.0,152.0,7.13
sannhamp,whole year,1273.0,126.0,38.0,152.0,52.39
small millets,kharif,2756.0,272.0,19.0,152.0,6.63
small millets,rabi,1035.0,102.0,24.0,152.0,11.29
soyabean,kharif,21.0,2.0,15.0,152.0,7.14
sunflower,kharif,8465.0,837.0,23.0,152.0,6.61
bajra,rabi,222.0,24.0,35.0,111.0,9.01
bajra,summer,2108.0,228.0,30.0,111.0,8.09
garlic,whole year,5202.0,563.0,36.0,111.0,6.89
maize,summer,9056.0,981.0,33.0,111.0,30.56
mesta,kharif,2810.0,304.0,31.0,111.0,14.17
moong green gram,rabi,5792.0,627.0,21.0,111.0,2.44
ragi,summer,7447.0,806.0,26.0,111.0,15.92
rapeseed andmustard,rabi,5855.0,634.0,33.0,111.0,2.78
sannhamp,whole year,147.0,15.0,22.0,111.0,2.52
turmeric,whole year,4080.0,442.0,20.0,111.0,47.51
urad,rabi,4505.0,488.0,19.0,111.0,3.44
cotton lint,kharif,1472.0,159.0,32.0,288.0,16.1
groundnut,kharif,1346.0,145.0,20.0,288.0,7.4
jowar,kharif,2566.0,278.0,36.0,288.0,5.1
ragi,kharif,1383.0,149.0,19.0,288.0,8.09
sesamum,kharif,883.0,95.0,31.0,288.0,2.94
turmeric,whole year,2881.0,312.0,33.0,288.0,21.67
arhar/tur,kharif,804.0,87.0,39.0,476.0,7.87
black pepper,whole year,895.0,96.0,37.0,476.0,6.46
castor seed,kharif,32.0,3.0,27.0,476.0,6.25
cotton lint,kharif,7231.0,783.0,21.0,476.0,10.74
dry chillies,whole year,1844.0,199.0,16.0,476.0,7.07
garlic,whole year,365.0,39.0,29.0,476.0,31.21
ginger,kharif,9222.0,999.0,34.0,476.0,51.11
gram,rabi,519.0,56.0,21.0,476.0,6.24
jute,kharif,4019.0,435.0,31.0,476.0,50.14
linseed,rabi,75.0,8.0,38.0,476.0,4.67
mesta,kharif,4195.0,454.0,25.0,476.0,45.33
rapeseed andmustard,rabi,7222.0,782.0,19.0,476.0,6.64
rice,summer,9224.0,999.0,19.0,476.0,40.59
sesamum,kharif,1628.0,176.0,22.0,476.0,5.28
small millets,kharif,2652.0,287.0,26.0,476.0,8.45
soyabean,kharif,967.0,104.0,35.0,476.0,9.67
sugarcane,whole year,84.0,9.0,26.0,476.0,26.79
sweet potato,kharif,4974.0,538.0,25.0,476.0,32.51
sweet potato,whole year,4974.0,538.0,35.0,476.0,32.51
tapioca,whole year,3975.0,430.0,34.0,476.0,51.93
tobacco,whole year,729.0,78.0,22.0,476.0,6.57
wheat,rabi,863.0,93.0,32.0,476.0,18.12
arecanut,whole year,5077.0,550.0,16.0,103.0,14.56
cardamom,whole year,4936.0,534.0,31.0,103.0,0.91
castor seed,kharif,8269.0,895.0,16.0,103.0,3.14
gram,rabi,6420.0,695.0,29.0,103.0,6.14
rapeseed andmustard,rabi,452.0,48.0,34.0,103.0,2.41
arecanut,whole year,293.0,35.0,38.0,107.0,7.99
linseed,rabi,3845.0,461.0,21.0,107.0,3.73
ragi,rabi,9031.0,1082.0,23.0,107.0,18.16
rapeseed andmustard,rabi,5660.0,678.0,18.0,107.0,4.54
small millets,rabi,438.0,52.0,40.0,107.0,7.17
arhar/tur,kharif,6473.0,776.0,19.0,218.0,7.0
castor seed,kharif,1364.0,163.0,37.0,218.0,4.23
cotton lint,kharif,1352.0,162.0,24.0,218.0,4.67
gram,rabi,2020.0,242.0,36.0,218.0,5.13
linseed,rabi,8172.0,979.0,17.0,218.0,5.06
mesta,kharif,4914.0,589.0,22.0,218.0,50.22
moong green gram,rabi,7512.0,900.0,33.0,218.0,4.56
niger seed,kharif,7374.0,884.0,25.0,218.0,5.14
onion,whole year,7726.0,926.0,32.0,218.0,23.67
small millets,kharif,7714.0,925.0,15.0,218.0,5.12
sweet potato,whole year,7269.0,871.0,23.0,218.0,35.57
tapioca,whole year,2777.0,333.0,24.0,218.0,47.75
tobacco,whole year,657.0,78.0,19.0,218.0,5.34
bajra,rabi,78.0,9.0,25.0,131.0,13.33
bajra,summer,917.0,109.0,35.0,131.0,11.88
coriander,whole year,9163.0,1098.0,33.0,131.0,1.53
dry chillies,rabi,2911.0,349.0,31.0,131.0,16.25
dry chillies,summer,6715.0,805.0,33.0,131.0,26.39
garlic,whole year,4931.0,591.0,20.0,131.0,7.07
jowar,summer,5708.0,684.0,26.0,131.0,16.94
mesta,whole year,2097.0,251.0,35.0,131.0,12.69
moong green gram,rabi,7658.0,918.0,36.0,131.0,2.94
peas and beans  pulses,summer,525.0,62.0,18.0,131.0,50.57
ragi,summer,8323.0,998.0,15.0,131.0,21.84
rapeseed andmustard,rabi,6739.0,808.0,16.0,131.0,2.67
sannhamp,whole year,205.0,24.0,28.0,131.0,2.24
turmeric,whole year,6346.0,761.0,17.0,131.0,53.41
cotton lint,kharif,2655.0,318.0,34.0,303.0,13.0
groundnut,kharif,3299.0,395.0,15.0,303.0,7.4
jowar,kharif,2450.0,293.0,38.0,303.0,5.09
ragi,kharif,414.0,49.0,38.0,303.0,8.09
sesamum,kharif,600.0,71.0,37.0,303.0,3.5
tobacco,whole year,43.0,5.0,17.0,303.0,16.05
turmeric,whole year,3384.0,405.0,21.0,303.0,24.34
arhar/tur,kharif,804.0,96.0,32.0,337.0,7.87
castor seed,kharif,33.0,3.0,29.0,337.0,6.36
cotton lint,kharif,7231.0,867.0,28.0,337.0,10.74
dry chillies,whole year,1861.0,223.0,18.0,337.0,6.81
gram,rabi,523.0,62.0,20.0,337.0,6.21
linseed,rabi,78.0,9.0,26.0,337.0,4.74
mesta,kharif,4436.0,531.0,27.0,337.0,45.56
rapeseed andmustard,rabi,7196.0,862.0,26.0,337.0,6.61
sesamum,kharif,1627.0,195.0,20.0,337.0,5.33
small millets,kharif,2670.0,320.0,17.0,337.0,8.51
sugarcane,whole year,80.0,9.0,15.0,337.0,27.38
sweet potato,whole year,4975.0,596.0,29.0,337.0,32.7
tapioca,whole year,3989.0,478.0,20.0,337.0,52.25
tobacco,whole year,721.0,86.0,37.0,337.0,6.59
wheat,rabi,670.0,80.0,19.0,337.0,17.88
arecanut,whole year,4773.0,572.0,33.0,136.0,19.27
black pepper,whole year,3745.0,449.0,18.0,136.0,2.27
cardamom,whole year,4887.0,586.0,39.0,136.0,0.92
castor seed,kharif,8391.0,1006.0,33.0,136.0,3.31
gram,rabi,5907.0,708.0,28.0,136.0,6.78
rapeseed andmustard,rabi,528.0,63.0,24.0,136.0,2.46
tobacco,whole year,5102.0,611.0,15.0,136.0,15.27
arecanut,whole year,9363.0,1122.0,26.0,165.0,31.28
arhar/tur,rabi,1830.0,219.0,28.0,165.0,8.66
bajra,kharif,55.0,6.0,26.0,165.0,3.45
barley,rabi,2403.0,288.0,23.0,165.0,12.48
cardamom,whole year,2874.0,344.0,28.0,165.0,2.45
castor seed,rabi,45.0,5.0,38.0,165.0,8.22
cotton lint,kharif,1506.0,180.0,35.0,165.0,25.61
ginger,kharif,7694.0,922.0,24.0,165.0,18.13
horse-gram,rabi,2800.0,335.0,26.0,165.0,4.61
jowar,kharif,1439.0,172.0,40.0,165.0,3.91
linseed,rabi,6667.0,799.0,23.0,165.0,2.89
moong green gram,kharif,725.0,86.0,22.0,165.0,5.03
moong green gram,rabi,1411.0,169.0,38.0,165.0,6.6
moong green gram,summer,9364.0,1122.0,15.0,165.0,3.48
niger seed,kharif,5033.0,603.0,25.0,165.0,6.5
safflower,rabi,321.0,38.0,26.0,165.0,5.7
sannhamp,whole year,1257.0,150.0,23.0,165.0,53.5
small millets,kharif,2113.0,253.0,39.0,165.0,7.7
small millets,rabi,1170.0,140.0,38.0,165.0,12.03
soyabean,kharif,573.0,68.0,31.0,165.0,5.72
urad,rabi,8514.0,1020.0,18.0,165.0,11.99
arecanut,kharif,63.0,8.0,33.0,143.0,13.02
arecanut,whole year,63.0,8.0,35.0,143.0,13.02
black pepper,kharif,12.0,1.0,35.0,143.0,5.83
cotton lint,summer,57.0,7.0,21.0,143.0,7.02
groundnut,rabi,697.0,89.0,20.0,143.0,20.47
rice,kharif,5010.0,639.0,25.0,143.0,26.52
rice,summer,4574.0,584.0,32.0,143.0,30.48
sesamum,rabi,134.0,17.0,20.0,143.0,6.57
castor seed,rabi,33.0,4.0,35.0,245.0,6.36
cotton lint,rabi,7208.0,920.0,20.0,245.0,10.74
dry chillies,rabi,1870.0,238.0,32.0,245.0,7.35
gram,rabi,536.0,68.0,27.0,245.0,6.19
linseed,rabi,82.0,10.0,29.0,245.0,4.76
mesta,kharif,4425.0,565.0,16.0,245.0,45.6
rapeseed andmustard,rabi,7261.0,927.0,33.0,245.0,6.63
sesamum,rabi,1635.0,208.0,32.0,245.0,5.36
small millets,rabi,2625.0,335.0,20.0,245.0,8.45
soyabean,kharif,1052.0,134.0,30.0,245.0,9.8
sugarcane,whole year,87.0,11.0,23.0,245.0,27.47
sweet potato,rabi,4947.0,631.0,25.0,245.0,33.16
tapioca,kharif,3993.0,509.0,35.0,245.0,52.27
tobacco,rabi,709.0,90.0,19.0,245.0,6.6
wheat,rabi,656.0,83.0,22.0,245.0,18.03
arecanut,whole year,255.0,32.0,19.0,84.0,6.9
arhar/tur,rabi,5606.0,715.0,39.0,84.0,5.66
ginger,whole year,2439.0,311.0,18.0,84.0,42.23
linseed,rabi,2830.0,361.0,33.0,84.0,2.75
ragi,rabi,8220.0,1049.0,18.0,84.0,16.56
rapeseed andmustard,rabi,5387.0,687.0,17.0,84.0,5.16
small millets,rabi,360.0,45.0,24.0,84.0,6.25
arhar/tur,kharif,6676.0,852.0,38.0,177.0,7.14
castor seed,kharif,1303.0,166.0,35.0,177.0,4.24
cotton lint,kharif,1374.0,175.0,40.0,177.0,4.72
gram,rabi,1895.0,242.0,40.0,177.0,5.12
linseed,rabi,8169.0,1043.0,18.0,177.0,5.07
mesta,kharif,4860.0,620.0,27.0,177.0,50.76
moong green gram,rabi,7374.0,941.0,17.0,177.0,4.6
onion,whole year,6870.0,877.0,35.0,177.0,24.42
small millets,kharif,7473.0,954.0,35.0,177.0,5.14
sweet potato,whole year,8112.0,1035.0,18.0,177.0,35.06
tapioca,whole year,2671.0,341.0,35.0,177.0,47.18
tobacco,whole year,563.0,71.0,17.0,177.0,5.35
bajra,rabi,44.0,5.0,20.0,114.0,9.77
bajra,summer,1236.0,157.0,35.0,114.0,11.45
coriander,whole year,5998.0,766.0,32.0,114.0,1.48
garlic,whole year,6615.0,844.0,36.0,114.0,6.65
jowar,summer,4797.0,612.0,16.0,114.0,15.02
mesta,whole year,1998.0,255.0,38.0,114.0,13.35
moong green gram,rabi,9041.0,1154.0,22.0,114.0,3.02
ragi,summer,7007.0,894.0,24.0,114.0,21.0
rapeseed andmustard,kharif,3691.0,471.0,27.0,114.0,2.64
sannhamp,whole year,25.0,3.0,15.0,114.0,2.0
turmeric,whole year,7477.0,954.0,39.0,114.0,50.49
cotton lint,kharif,1300.0,166.0,22.0,342.0,13.0
groundnut,kharif,2813.0,359.0,18.0,342.0,7.4
jowar,kharif,1827.0,233.0,40.0,342.0,5.08
ragi,kharif,516.0,65.0,40.0,342.0,8.08
sesamum,kharif,732.0,93.0,38.0,342.0,4.02
tobacco,whole year,31.0,3.0,19.0,342.0,16.13
turmeric,whole year,3917.0,500.0,27.0,342.0,25.48
arecanut,whole year,5526.0,705.0,30.0,92.0,21.54
black pepper,whole year,3703.0,472.0,24.0,92.0,2.28
cardamom,whole year,4441.0,567.0,35.0,92.0,0.91
castor seed,whole year,5289.0,675.0,26.0,92.0,3.17
gram,whole year,5933.0,757.0,18.0,92.0,6.46
rapeseed andmustard,whole year,344.0,43.0,17.0,92.0,2.33
tobacco,whole year,5041.0,643.0,20.0,92.0,15.32
arhar/tur,rabi,2044.0,261.0,20.0,163.0,6.91
bajra,kharif,79.0,10.0,22.0,163.0,3.92
barley,rabi,2848.0,363.0,33.0,163.0,9.16
cardamom,whole year,2874.0,367.0,33.0,163.0,2.45
castor seed,rabi,58.0,7.0,34.0,163.0,8.45
cotton lint,kharif,5650.0,721.0,27.0,163.0,25.98
horse-gram,rabi,2414.0,308.0,33.0,163.0,4.72
jowar,kharif,1395.0,178.0,19.0,163.0,4.34
linseed,rabi,5046.0,644.0,20.0,163.0,2.4
moong green gram,kharif,874.0,111.0,22.0,163.0,3.72
moong green gram,rabi,1238.0,158.0,24.0,163.0,6.47
niger seed,kharif,4930.0,629.0,36.0,163.0,6.53
safflower,rabi,399.0,50.0,26.0,163.0,6.07
small millets,kharif,1604.0,204.0,39.0,163.0,7.04
small millets,rabi,1650.0,210.0,25.0,163.0,11.4
soyabean,kharif,531.0,67.0,38.0,163.0,5.97
urad,rabi,7434.0,949.0,29.0,163.0,7.55
arecanut,kharif,61.0,8.0,22.0,143.0,12.79
bajra,kharif,64.0,8.0,19.0,143.0,20.78
black pepper,kharif,12.0,1.0,24.0,143.0,5.83
cotton lint,summer,66.0,8.0,29.0,143.0,5.76
groundnut,kharif,29.0,3.0,16.0,143.0,18.28
groundnut,rabi,622.0,82.0,30.0,143.0,20.18
groundnut,summer,113.0,15.0,21.0,143.0,17.43
moong green gram,summer,2183.0,291.0,22.0,143.0,1.25
ragi,kharif,23.0,3.0,23.0,143.0,20.87
ragi,summer,45.0,6.0,25.0,143.0,25.11
rice,kharif,4379.0,584.0,16.0,143.0,29.41
rice,summer,4647.0,619.0,28.0,143.0,26.67
sesamum,kharif,14.0,1.0,35.0,143.0,7.86
sesamum,rabi,21.0,2.0,15.0,143.0,8.1
sesamum,summer,97.0,12.0,23.0,143.0,11.34
urad,kharif,57.0,7.0,17.0,143.0,6.84
urad,rabi,196.0,26.0,26.0,143.0,6.48
urad,summer,2006.0,267.0,23.0,143.0,0.67
arhar/tur,kharif,5893.0,786.0,18.0,215.0,7.18
black pepper,whole year,2823.0,376.0,35.0,215.0,14.92
castor seed,kharif,1193.0,159.0,30.0,215.0,4.27
cotton lint,kharif,1359.0,181.0,29.0,215.0,4.67
gram,rabi,1871.0,249.0,27.0,215.0,5.05
linseed,rabi,7632.0,1018.0,27.0,215.0,5.09
mesta,kharif,5253.0,700.0,38.0,215.0,51.2
moong green gram,rabi,7719.0,1029.0,26.0,215.0,4.6
niger seed,kharif,8627.0,1150.0,30.0,215.0,5.12
onion,whole year,6697.0,893.0,39.0,215.0,24.37
small millets,kharif,6919.0,922.0,32.0,215.0,5.09
sweet potato,whole year,6918.0,922.0,31.0,215.0,35.13
tapioca,whole year,2609.0,348.0,35.0,215.0,46.79
tobacco,whole year,501.0,66.0,26.0,215.0,5.29
bajra,rabi,439.0,58.0,32.0,132.0,11.53
bajra,summer,1584.0,211.0,35.0,132.0,9.97
coriander,whole year,6423.0,856.0,15.0,132.0,3.49
dry chillies,rabi,4273.0,570.0,20.0,132.0,17.45
dry chillies,summer,6059.0,808.0,25.0,132.0,33.85
garlic,whole year,6135.0,818.0,16.0,132.0,10.33
jowar,summer,6054.0,807.0,21.0,132.0,19.61
mesta,whole year,1861.0,248.0,22.0,132.0,12.83
ragi,summer,8132.0,1084.0,32.0,132.0,20.78
rapeseed andmustard,kharif,3957.0,527.0,38.0,132.0,3.63
sannhamp,whole year,400.0,53.0,30.0,132.0,2.48
cotton lint,kharif,1295.0,172.0,39.0,348.0,12.97
ginger,whole year,8865.0,1182.0,37.0,348.0,35.79
groundnut,kharif,2911.0,388.0,17.0,348.0,7.4
jowar,kharif,3083.0,411.0,18.0,348.0,5.1
ragi,kharif,266.0,35.0,25.0,348.0,8.12
sesamum,kharif,533.0,71.0,21.0,348.0,3.21
tobacco,whole year,43.0,5.0,16.0,348.0,16.05
turmeric,whole year,3155.0,420.0,35.0,348.0,23.56
arecanut,whole year,5553.0,740.0,21.0,106.0,21.14
black pepper,whole year,3130.0,417.0,20.0,106.0,2.3
cardamom,whole year,4404.0,587.0,28.0,106.0,0.91
castor seed,whole year,5184.0,691.0,34.0,106.0,3.13
gram,whole year,6800.0,907.0,19.0,106.0,6.75
rapeseed andmustard,whole year,275.0,36.0,24.0,106.0,2.44
tobacco,whole year,5903.0,787.0,31.0,106.0,15.34
arhar/tur,rabi,1097.0,146.0,17.0,200.0,8.1
bajra,kharif,64.0,8.0,35.0,200.0,3.59
barley,rabi,2058.0,274.0,17.0,200.0,13.16
cotton lint,kharif,8230.0,1097.0,21.0,200.0,16.04
groundnut,kharif,3257.0,434.0,28.0,200.0,9.3
horse-gram,rabi,2213.0,295.0,39.0,200.0,5.0
jowar,kharif,1659.0,221.0,17.0,200.0,4.21
linseed,rabi,5917.0,789.0,29.0,200.0,2.75
moong green gram,kharif,536.0,71.0,40.0,200.0,5.35
moong green gram,rabi,1677.0,223.0,36.0,200.0,6.5
niger seed,kharif,4883.0,651.0,38.0,200.0,6.53
safflower,rabi,865.0,115.0,23.0,200.0,10.38
sesamum,autumn,1093.0,145.0,16.0,200.0,6.33
sesamum,winter,1068.0,142.0,26.0,200.0,6.09
small millets,kharif,1487.0,198.0,35.0,200.0,7.52
small millets,rabi,1650.0,220.0,36.0,200.0,11.4
soyabean,kharif,536.0,71.0,35.0,200.0,6.01
urad,rabi,6901.0,920.0,31.0,200.0,7.72
arecanut,kharif,61.0,8.0,24.0,143.0,12.95
bajra,kharif,34.0,4.0,25.0,143.0,17.06
bajra,summer,21.0,3.0,33.0,143.0,20.0
black pepper,kharif,12.0,1.0,38.0,143.0,6.67
cashewnut,kharif,174.0,24.0,34.0,143.0,9.94
cotton lint,summer,48.0,6.0,40.0,143.0,8.12
groundnut,kharif,87.0,12.0,39.0,143.0,19.54
groundnut,rabi,572.0,81.0,34.0,143.0,22.31
groundnut,summer,55.0,7.0,26.0,143.0,21.64
moong green gram,summer,1220.0,174.0,27.0,143.0,1.91
ragi,kharif,21.0,3.0,26.0,143.0,24.76
ragi,summer,14.0,2.0,21.0,143.0,30.0
rice,kharif,4493.0,642.0,22.0,143.0,27.35
rice,summer,4981.0,712.0,31.0,143.0,28.63
sesamum,kharif,11.0,1.0,39.0,143.0,6.36
sesamum,rabi,25.0,3.0,34.0,143.0,8.0
sesamum,summer,144.0,20.0,28.0,143.0,10.62
urad,kharif,21.0,3.0,32.0,143.0,7.62
urad,rabi,124.0,17.0,16.0,143.0,6.37
urad,summer,1214.0,173.0,23.0,143.0,2.19
arecanut,whole year,359.0,51.0,39.0,94.0,7.38
arhar/tur,rabi,3466.0,495.0,32.0,94.0,5.6
ginger,whole year,2194.0,313.0,25.0,94.0,53.25
horse-gram,kharif,4963.0,709.0,35.0,94.0,4.88
linseed,rabi,927.0,132.0,24.0,94.0,3.74
ragi,rabi,5238.0,749.0,23.0,94.0,17.08
rapeseed andmustard,rabi,5885.0,841.0,30.0,94.0,6.4
small millets,rabi,232.0,33.0,17.0,94.0,7.63
arhar/tur,kharif,5368.0,767.0,16.0,210.0,7.1
black pepper,whole year,3393.0,485.0,19.0,210.0,15.16
castor seed,kharif,1225.0,175.0,36.0,210.0,4.22
cotton lint,kharif,1340.0,191.0,19.0,210.0,4.71
gram,rabi,1719.0,245.0,34.0,210.0,5.16
linseed,rabi,7384.0,1056.0,29.0,210.0,5.14
mesta,kharif,5285.0,755.0,24.0,210.0,50.72
moong green gram,rabi,5634.0,805.0,32.0,210.0,4.59
niger seed,kharif,7493.0,1071.0,17.0,210.0,5.1
onion,whole year,6963.0,995.0,25.0,210.0,24.15
small millets,kharif,5440.0,778.0,39.0,210.0,5.11
sweet potato,whole year,6338.0,906.0,26.0,210.0,35.25
tapioca,whole year,3045.0,435.0,23.0,210.0,47.28
tobacco,whole year,493.0,70.0,22.0,210.0,5.4
bajra,rabi,354.0,50.0,22.0,116.0,9.35
bajra,summer,1084.0,155.0,32.0,116.0,11.52
coriander,whole year,7415.0,1060.0,37.0,116.0,5.4
dry chillies,rabi,5903.0,844.0,24.0,116.0,16.94
dry chillies,summer,7225.0,1033.0,19.0,116.0,32.8
garlic,whole year,5625.0,804.0,31.0,116.0,22.01
jowar,summer,4882.0,698.0,21.0,116.0,22.76
mesta,whole year,1146.0,163.0,37.0,116.0,14.11
moong green gram,rabi,8293.0,1186.0,18.0,116.0,2.56
rapeseed andmustard,rabi,4573.0,654.0,17.0,116.0,4.01
sannhamp,whole year,266.0,38.0,38.0,116.0,2.48
cotton lint,kharif,1152.0,164.0,21.0,252.0,13.0
ginger,whole year,7421.0,1061.0,15.0,252.0,41.52
groundnut,kharif,1733.0,247.0,38.0,252.0,7.4
jowar,kharif,2306.0,329.0,22.0,252.0,5.1
ragi,kharif,608.0,86.0,15.0,252.0,8.09
sesamum,kharif,576.0,82.0,23.0,252.0,5.35
tobacco,whole year,39.0,5.0,36.0,252.0,16.15
turmeric,whole year,2782.0,397.0,17.0,252.0,22.88
arhar/tur,kharif,794.0,113.0,17.0,311.0,7.9
black pepper,rabi,884.0,126.0,17.0,311.0,5.23
castor seed,kharif,29.0,4.0,29.0,311.0,5.86
cotton lint,kharif,7106.0,1016.0,28.0,311.0,7.9
dry chillies,whole year,1875.0,268.0,40.0,311.0,7.59
gram,rabi,530.0,75.0,22.0,311.0,6.23
linseed,rabi,90.0,12.0,16.0,311.0,4.78
mesta,kharif,4176.0,597.0,22.0,311.0,45.61
rapeseed andmustard,rabi,7197.0,1029.0,39.0,311.0,6.82
sesamum,kharif,1623.0,232.0,23.0,311.0,5.49
small millets,kharif,2442.0,349.0,29.0,311.0,8.4
soyabean,kharif,1055.0,150.0,19.0,311.0,11.02
sugarcane,whole year,92.0,13.0,25.0,311.0,27.17
sweet potato,whole year,4895.0,700.0,25.0,311.0,32.5
tapioca,whole year,4187.0,598.0,18.0,311.0,52.0
tobacco,whole year,664.0,94.0,38.0,311.0,6.57
turmeric,whole year,1959.0,280.0,26.0,311.0,51.28
wheat,rabi,416.0,59.0,35.0,311.0,17.76
arecanut,whole year,5612.0,802.0,36.0,120.0,19.71
black pepper,whole year,3122.0,446.0,31.0,120.0,2.29
cardamom,whole year,4051.0,579.0,33.0,120.0,0.91
castor seed,whole year,5523.0,790.0,19.0,120.0,3.08
gram,whole year,6852.0,980.0,31.0,120.0,6.36
rapeseed andmustard,whole year,257.0,36.0,24.0,120.0,2.45
tobacco,whole year,5379.0,769.0,39.0,120.0,15.27
arhar/tur,rabi,629.0,89.0,32.0,156.0,8.43
bajra,kharif,75.0,10.0,20.0,156.0,3.47
barley,rabi,2768.0,395.0,17.0,156.0,15.18
cardamom,whole year,245.0,35.0,17.0,156.0,28.73
castor seed,kharif,60.0,8.0,32.0,156.0,6.17
cotton lint,kharif,2780.0,397.0,37.0,156.0,21.67
groundnut,kharif,2413.0,345.0,33.0,156.0,9.38
horse-gram,rabi,1897.0,271.0,38.0,156.0,4.96
jowar,kharif,1126.0,161.0,39.0,156.0,4.17
linseed,rabi,4565.0,652.0,17.0,156.0,2.48
moong green gram,kharif,1079.0,154.0,20.0,156.0,9.17
moong green gram,rabi,1570.0,224.0,34.0,156.0,6.47
niger seed,kharif,5000.0,715.0,27.0,156.0,6.59
ragi,rabi,972.0,139.0,30.0,156.0,8.25
safflower,rabi,350.0,50.0,28.0,156.0,7.71
sesamum,autumn,1143.0,163.0,36.0,156.0,6.74
sesamum,winter,1245.0,178.0,25.0,156.0,5.99
small millets,kharif,1068.0,152.0,25.0,156.0,6.88
small millets,rabi,1500.0,214.0,19.0,156.0,11.67
soyabean,kharif,537.0,76.0,31.0,156.0,6.0
urad,rabi,6765.0,967.0,17.0,156.0,7.6
arecanut,kharif,61.0,9.0,21.0,143.0,12.62
bajra,kharif,29.0,4.0,32.0,143.0,16.9
bajra,summer,31.0,4.0,39.0,143.0,20.0
black pepper,kharif,12.0,1.0,26.0,143.0,6.67
cashewnut,kharif,171.0,26.0,34.0,143.0,8.54
cotton lint,summer,10.0,1.0,32.0,143.0,8.0
groundnut,kharif,25.0,3.0,23.0,143.0,18.8
groundnut,rabi,374.0,58.0,35.0,143.0,21.28
groundnut,summer,39.0,6.0,29.0,143.0,20.0
moong green gram,summer,1060.0,165.0,22.0,143.0,0.87
ragi,kharif,12.0,1.0,25.0,143.0,24.17
ragi,summer,17.0,2.0,31.0,143.0,30.0
rice,kharif,4650.0,724.0,26.0,143.0,29.03
rice,summer,5098.0,794.0,33.0,143.0,26.38
sesamum,rabi,18.0,2.0,37.0,143.0,7.22
sesamum,summer,224.0,34.0,40.0,143.0,9.42
urad,kharif,31.0,4.0,18.0,143.0,3.23
